User ID,ID,Data Provider,Project Name,Consumer Team,Consumer Name,Consumer Description,Variation Type,Variation Value,Purpose,AI Final Decision,Human Expert: Seniority,Human Expert: Hastiness (1: Very Hasty | 7: Very Formal),Human Expert: Meaning Preservation (1: Very Different | 7: Very Similar),Time on Question (seconds),Total Elapsed Time (seconds)
user_777,f43e3914f3e8110aaedcea54dd9781057c917aee5a2bf3cb50fb727e1486d361,Underwriting Life Insurance,Predictive Loan Default Modeling,contracts,Loan Default Predictor,A predictive tool for assessing default risks among policyholders to inform financial decision-making.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can I get access to the creditworthiness data? wanna use it to make some models to predict who m,Reject,Junior Analyst,1,5,80.25,1801.24
user_777,d4ff8cc7eb39c6555258259773b2def6a4ce2b8b54a754db408184f3876c466f,Benefit,Marketing Target Optimization,marketing,Campaign Precision Tool,Optimizes marketing campaign timing and targeting based on client lifecycle and claim trends.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","I am looking to access the date and reason data fields to better target our marketing campaigns, par",Accept,Senior Manager,7,7,20.99,1822.23
user_777,432fb8a48ecc0d440192903e44c6d3306cf9b14a985fcc9a64333635a03d1c5e,Actor,Premium Adjustment Justification,underwriting,Premium Analysis and Justification Tool,Justifies premium adjustments by evaluating customer risk through payment and contract data.,none,Original Request,Our aim is to justify premium rate adjustments by analyzing actor payment methods and linked contrac,Accept,Senior Manager,7,None - Original Request,14.17,1836.41
user_777,7b35544198ce1198da5266bd3d66500917a7b84fa6bf22a73208f4c7e9ca99b3,Order Lines,User Behavior Analytics,platform-team,Behavior Insights Platform,Analyzes customer behavior to optimize product recommendations and enhance platform personalized experiences.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey i need access to the 'Order Lines' data quick. want to check out what stuff ppl usually buy toge,Accept,Junior Analyst,2,5,8.91,1845.31
user_777,d1e088dc50f6d7cf88933f6762a7a08db49789cf5874e66cf2594e14f7a1c9e2,Payments,Product Pricing Strategy Enhancement,marketing,Dynamic Pricing Optimizer,Uses transaction data to fine-tune pricing strategies for revenue maximization.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","""I'm looking to access transaction data to help improve our product pricing strategies. By analyzing",Accept,Lead,5,7,39.85,1885.17
user_777,d1e088dc50f6d7cf88933f6762a7a08db49789cf5874e66cf2594e14f7a1c9e2,Payments,Product Pricing Strategy Enhancement,marketing,Dynamic Pricing Optimizer,Uses transaction data to fine-tune pricing strategies for revenue maximization.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need trans data asap. wanna tweak pricing strat. Check how ppl pay, find best price model, boost rev",Reject,Junior Analyst,1,4,20.18,1905.35
user_777,8392a6d9159cc8a43f7794b73694e375edddcaecc8afb25b686d8f2ffa7bc2c9,Benefit,Claims Risk Pattern Analysis,underwriting,Risk Insight Tool,A platform designed to offer in-depth risk insights through historical claims and beneficiary data analysis.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)",I'm looking to access historical claims data to help us better understand risk patterns linked to sp,Accept,Senior Manager,7,7,16.03,1921.38
user_777,e8b56c6863caf762d5cff4c5f057d40c8fcd736da34ed6c484c277ba30131a17,Order,Customer Demographics Insight,marketing,Customer Insight Analyzer,Analyzes customer demographics and behaviors to optimize marketing strategies,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)",I am writing to formally request access to the order data on behalf of the Marketing team. The purpo,Accept,Director,7,7,31,1952.38
user_777,3f5c9aa1b7ffcb1393b809500dd0a83f503db279fe04c2a97b724aab6c8b2e6d,Customers,Product Recommendations Engine,logistics,Recommendation Suite,Enhances customer shopping experience with tailored product recommendations.,combined,"intern + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I hope you're doing well. The Logistics team is working on a project to enha",Reject,Lead,5,7,33.58,1985.96
user_777,b9a4865366feb253fe59726c67d3ce20cf7f87e6b776be6bb3d16b470584b098,Life Insurance Contracts,Customer Profiling for Personalized Marketing,marketing,Customer Profiling Engine,Generates customer profiles to tailor marketing campaigns for improved engagement.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need access to the policyholder data ASAP want to whip up some marketing stuff that hits home with o,Reject,Junior Analyst,1,6,20.71,2006.67
user_777,8392a6d9159cc8a43f7794b73694e375edddcaecc8afb25b686d8f2ffa7bc2c9,Benefit,Claims Risk Pattern Analysis,underwriting,Risk Insight Tool,A platform designed to offer in-depth risk insights through historical claims and beneficiary data analysis.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)",I hereby formally request access to the historical claims data in order to conduct an analysis aimed,Accept,Director,7,7,20.93,2027.6
user_777,9b65f2f2236bc85b26d1786f0b7a96fd739a453336bb573d5f484d48c3bf3b52,Benefit,Payment Integrity Monitor,contracts,FinGuard,Monitors payment activities to ensure financial accountability and irregularity detection.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can i get access to the payment info fields? we gotta check for any weird stuff in the claims pa,Accept,Junior Analyst,1,5,9.97,2037.56
user_777,e69a8165208fd5582c0c37bb1c398e4251c6fccd6b0a7456d911a05bbca35e11,Order,Customer Churn Prediction Model,enabling-team,Churn Prediction Model,Predicts customer churn to facilitate targeted retention strategies and sustain business growth.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)",The Enabling Team hereby formally requests access to pertinent data in order to develop a predictive,Accept,Director,7,7,23.74,2061.3
user_777,f9bac089dcd4cc6cd573eeeb5f974e75bab408a1e95ca79d30dbc63bd48a4781,Order Lines,Customer Spend Analysis,platform-team,Spend Analytics Platform,Offers insights into customer expenditure to inform loyalty programs and marketing strategies.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)",I would like to request access to the 'Order Lines' data to better understand spending patterns. Thi,Accept,Senior Manager,6,7,20.91,2082.22
user_777,5fbf5126f2e1e7a0840e4230d7079b429f84ebf0d88b5eeae76c855ca03fa375,Products,Product Performance Metrics,marketing,Product Success Evaluator,Analyzes product performance metrics to enhance marketing strategies and product development.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)","To assess product success and consumer satisfaction, I need access to performance data focusing on i",Accept,Senior Manager,6,6,23.21,2105.43
user_777,bc4f35ee432b68a1dec44cdb113d48f9b69eb28db1f50ba1259d9f93cb2ceea2,Campaigns,Sales Trend Analysis,logistics,Logistics Optimization Engine,Optimizes inventory and distribution based on sales trends and forecasts.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need campaign performance data ASAP to check sales trends, focus on how different channels doing. Go",Reject,Junior Analyst,1,6,21.36,2126.79
user_777,eb0464e13d4264a8417e636f88b9d43e7d2f97d2e6a06637fae987c9a1a3f8fc,Actor,Targeted Marketing Campaigns,marketing,Precision Marketing Generator,Designs data-driven marketing strategies and campaigns targeting suitable potential customers.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","In order to augment the efficacy of our marketing campaigns, I hereby formally request access to the",Reject,Director,7,7,16.94,2143.73
user_777,b996e57f625ba5a93e4cc70ddb09583be42678227126aabe7506d1a9732a748f,Marketing Campaigns,Risk Profile Adjustment Modeling,underwriting,Dynamic Risk Modeler,Improves risk management by applying dynamic models based on integrated behavioral and marketing data insights.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need access to the marketing data ASAP. Gotta see how customers are reacting to our campaigns so we ,Reject,Junior Analyst,1,6,20.13,2163.86
user_777,f43e3914f3e8110aaedcea54dd9781057c917aee5a2bf3cb50fb727e1486d361,Underwriting Life Insurance,Predictive Loan Default Modeling,contracts,Loan Default Predictor,A predictive tool for assessing default risks among policyholders to inform financial decision-making.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can we get access to creditworthiness data? the contracts team wants to build some models to see,Reject,Intern,1,6,18.47,2182.32
user_777,b9a4865366feb253fe59726c67d3ce20cf7f87e6b776be6bb3d16b470584b098,Life Insurance Contracts,Customer Profiling for Personalized Marketing,marketing,Customer Profiling Engine,Generates customer profiles to tailor marketing campaigns for improved engagement.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)",I am writing to formally request access to the policyholder base data. The purpose of this request i,Reject,Senior Manager,7,7,21.36,2203.68
user_818,f43e3914f3e8110aaedcea54dd9781057c917aee5a2bf3cb50fb727e1486d361,Underwriting Life Insurance,Predictive Loan Default Modeling,contracts,Loan Default Predictor,A predictive tool for assessing default risks among policyholders to inform financial decision-making.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)","I am writing to formally request access to creditworthiness data for the purpose of developing predictive models aimed at assessing the risk of loan default among policyholders. The intended analysis will aid in the identification of individuals who may be classified as high-risk, thereby allowing for the adjustment of contract terms in a manner that proactively manages associated risks. The organization anticipates that such proactive risk management will contribute to the minimization of financial losses and the enhancement of the overall health of the loan portfolio, thereby ensuring economic stability and profitability in the organization's lending operations.",Accept,Senior Manager,7,7,247.44,247.54
user_818,10b0c8f06a35c1c6202e0c15968967516981b46a27bf607982e753a071fc4858,Customers,Personalized Marketing Campaigns,marketing,Customer Insight Engine,Gathers and analyzes customer data to deliver targeted marketing content and promotions.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need access to cust data ASAP—names, contact info, shopping habits. Marketing wants to whip up some killer personalized campaigns. We’re talking tailored messages, product suggestions, exclusive offers—whole shebang. Gonna up engagement and sales big time. Let's get on this, yeah?",Reject,Senior Manager,1,6,72.2,319.75
user_818,3e6df138892d6908a28f951eec68f5cc902c778c4db63e23540b9c7e0bdd4f6b,Marketing Campaigns,Policy Customization Algorithm,contracts,Custom Policy Advisor,Enhances the customer interaction experience by recommending personalized policy options based on data-driven insights.,combined,"intern + neutral (standard professional, no particular urgency or formality)","I would like to request access to the marketing campaign performance data. This information will help us improve the algorithms we use to suggest personalized policies to customers. By analyzing which campaigns led to policy upgrades, we can make the algorithm better at recommending similar policies in the future, which should boost customer satisfaction and increase policy conversions.",Accept,Mid-level Analyst,6,6,34.91,354.66
user_818,8ccec5190e0fee9d1102f2f61831f7a2691523a317e470562538743690f84b49,Payments,Refund Optimization Process,enabling-team,Refund Analysis Suite,Optimizes refund processes by analyzing transaction patterns and refund data.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)","To facilitate the improvement of our refund procedures, I respectfully request access to data pertaining to refund transactions. The purpose of this request is to conduct a thorough analysis of historical refund data, which will enable the identification of prevalent reasons for returns. This analysis is intended to inform adjustments to our policies, thereby enhancing customer satisfaction. Specifically, I seek access to information regarding refund amounts and their corresponding orders, with the aim of optimizing our return management strategies and increasing the efficiency of our policies.",Reject,Senior Manager,7,5,99.91,454.57
user_818,a686d94a1c154beedb96f9df1fcfbb31d467f08858faa472c4baca8b25b95a48,Life Insurance Contracts,Pre-Approval Underwriting Analysis,underwriting,Pre-Approval Analysis Tool,Automates underwriting processes to accelerate the pre-approval phase and improve customer experience.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","The integration of detailed policyholder data, including but not limited to prior medical records and foundational data, into our underwriting models is imperative. This initiative is designed to facilitate a more efficient pre-approval process, thereby expediting the review of applications and enhancing overall customer satisfaction.",Accept,Lead,6,6,33.67,488.23
user_818,cfe9eae62c3e489ddaacc950dfdb89cf8633b9a1c46539ab6389084e541a275a,Campaigns,Cross-channel Performance Optimization,shop-operations,Channel Optimizer,Enhances promotional campaigns by analyzing and optimizing performance across different marketing channels.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","I would like to request access to data that will assist the shop operations team in optimizing our promotional campaigns. Our goal is to compare performance across various channels to identify the main factors contributing to success and pinpoint areas needing improvement. By gaining insights into the campaigns' reach and impact, we can tailor our strategies to enhance marketing ROI and boost customer engagement effectively.",Accept,Mid-level Analyst,6,6,35.42,523.65
user_818,888b64a16b92e3bedd6945a5a72236f1baf5566689e952556e04ec4cfc3ae57b,Fulfilment,Customer Experience Enhancement,shop-operations,Customer Fulfilment Evaluation,Monitors and evaluates delivery performance and fulfilment accuracy to enhance customer service.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)","I am writing to formally request access to fulfilment data, specifically including details such as 'order' and 'number of pieces.' The purpose of this request is to assist Shop Operations in its objective to enhance the overall customer experience. By analyzing this data, Shop Operations intends to evaluate the accuracy of fulfilment and the timeliness of deliveries. Access to this information will enable the identification of inconsistencies in order fulfilment, the reduction of delivery discrepancies, and the enhancement of process efficiencies, all of which contribute to increased customer satisfaction.",Accept,Mid-level Analyst,7,5,43.46,567.11
user_818,299c8e32afcdef46d804c7a2b49fbf9151dcbe29e90043270118b9318258e229,Life Insurance Contracts,Policyholder Data Enrichment,underwriting,Risk Assessment Tool,Optimizes premium calculations and underwriting decisions by incorporating detailed policyholder data.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)","To improve the precision of our underwriting models, I respectfully request access to specific policyholder data, including age and smoking status, from the Life Insurance Contracts. The integration of this detailed information is essential for enhancing the accuracy of our risk assessment processes. It will enable us to propose more competitive premium rates and develop pricing strategies that are more precisely aligned with individual risk profiles.",Accept,Junior Analyst,6,5,366.84,933.95
user_818,69c3cdbd4bf165b066ba62a40a9e9d153fce1276f8142f5045a7f5ff6abd9b65,Fulfilment,Inventory Management Enhancement,platform-team,Inventory Optimization System,Analyzes order data to anticipate inventory needs and optimize stock levels.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)","The Platform Team is endeavoring to enhance inventory management by forecasting stock requirements through an analysis of fulfillment patterns. In order to achieve this objective, they require access to 'order' and 'product' data. Such access will facilitate the improvement of restocking strategies, thereby minimizing occurrences of both overstock and understock situations, and ultimately ensuring efficient inventory control.",Accept,Lead,5,5,33.9,967.86
user_818,8bb79c71c2c26f3e0a50ff08da40750acd7ae677ab2063ef21c8657579e68faf,Actor,Cross-sell Opportunities Discovery,marketing,Cross-sell Intelligence Platform,Identifies and suggests profitable cross-sell insurance products to existing customers based on their purchase patterns.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)","I request permission to access and analyze the current contract linkages and payment details of our customer accounts. The primary objective of this analysis is to identify potential opportunities for cross-selling within our existing client base. By examining the patterns and relationships between newly acquired contracts and associated accounts, we can strategically recommend supplementary insurance products to clients who would benefit most. This approach is intended to enhance customer lifetime value and satisfaction by offering tailored product solutions at opportune moments.",Reject,Mid-level Analyst,6,6,49.1,1016.96
user_818,b35b001d2c2c2926feff474c97eab61c46c11dbb5a6dbe90a382086561986a72,Underwriting Life Insurance,Claims Processing Optimization,claims--benefit,Claims Workflow Optimizer,Software to streamline claims processes by leveraging underwriting data to inform decisions.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)","The Claims and Benefit Team respectfully requests access to health risk assessments and exclusive third-party data in order to optimize the processes involved in claims processing workflows. By acquiring a comprehensive understanding of risk profiles, the team endeavors to streamline the claims adjudication procedures, thereby reducing processing times and enhancing claim resolution rates. It is anticipated that this improvement will elevate customer satisfaction levels while concurrently reducing the operational costs associated with extended claims handling.",Accept,Lead,6,6,41.07,1058.03
